index,countryenc,priceenc,pointsenc,region_1enc,reviewenc,user_nameenc,provinceenc,wineryenc,countryenc + priceenc,pointsenc + user_nameenc,region_1enc + user_nameenc,pointsenc + region_1enc,priceenc + provinceenc,reviewenc + wineryenc,region_1enc + reviewenc,countryenc + provinceenc,provinceenc + user_nameenc,countryenc + pointsenc,countryenc + user_nameenc,priceenc + user_nameenc,region_1enc + wineryenc,pointsenc + provinceenc,provinceenc + wineryenc,priceenc + wineryenc,provinceenc + reviewenc,provinceenc + region_1enc,countryenc + wineryenc,countryenc + reviewenc,priceenc + reviewenc,user_nameenc + wineryenc,pointsenc + priceenc,pointsenc + wineryenc,pointsenc + reviewenc,countryenc + region_1enc,priceenc + region_1enc,reviewenc + user_nameenc,countryenc * priceenc,pointsenc * user_nameenc,region_1enc * user_nameenc,pointsenc * region_1enc,priceenc * provinceenc,reviewenc * wineryenc,region_1enc * reviewenc,countryenc * provinceenc,provinceenc * user_nameenc,countryenc * pointsenc,countryenc * user_nameenc,priceenc * user_nameenc,region_1enc * wineryenc,pointsenc * provinceenc,provinceenc * wineryenc,priceenc * wineryenc,provinceenc * reviewenc,provinceenc * region_1enc,countryenc * wineryenc,countryenc * reviewenc,priceenc * reviewenc,user_nameenc * wineryenc,pointsenc * priceenc,pointsenc * wineryenc,pointsenc * reviewenc,countryenc * region_1enc,priceenc * region_1enc,reviewenc * user_nameenc,variety
341,6,16,6,159,0,11,50,3044,22,17,170,165,66,3044,159,56,61,12,17,27,3203,56,3094,3060,50,209,3050,6,16,3055,22,3050,6,165,175,11,96,66,1749,954,800,0,0,300,550,36,66,176,483996,300,152200,48704,0,7950,18264,0,0,33484,96,18264,0,954,2544,0,Chardonnay
342,3,23,12,366,1,10,3,2966,26,22,376,378,26,2967,367,6,13,15,13,33,3332,15,2969,2989,4,369,2969,4,24,2976,35,2978,13,369,389,11,69,120,3660,4392,69,2966,366,9,30,36,30,230,1085556,36,8898,68218,3,1098,8898,3,23,29660,276,35592,12,1098,8418,10,Bordeaux-style White Blend
343,3,51,8,116,1,10,11,554,54,18,126,124,62,555,117,14,21,11,13,61,670,19,565,605,12,127,557,4,52,564,59,562,9,119,167,11,153,80,1160,928,561,554,116,33,110,24,30,510,64264,88,6094,28254,11,1276,1662,3,51,5540,408,4432,8,348,5916,10,Red Blend
344,6,44,8,20,1,3,7,5237,50,11,23,28,51,5238,21,13,10,14,9,47,5257,15,5244,5281,8,27,5243,7,45,5240,52,5245,9,26,64,4,264,24,60,160,308,5237,20,42,21,48,18,132,104740,56,36659,230428,7,140,31422,6,44,15711,352,41896,8,120,880,3,Pinot Noir
345,3,26,7,211,1,10,36,905,29,17,221,218,62,906,212,39,46,10,13,36,1116,43,941,931,37,247,908,4,27,915,33,912,8,214,237,11,78,70,2110,1477,936,905,211,108,360,21,30,260,190955,252,32580,23530,36,7596,2715,3,26,9050,182,6335,7,633,5486,10,Red Blend
346,6,61,9,121,1,7,32,1880,67,16,128,130,93,1881,122,38,39,15,13,68,2001,41,1912,1941,33,153,1886,7,62,1887,70,1889,10,127,182,8,366,63,847,1089,1952,1880,121,192,224,54,42,427,227480,288,60160,114680,32,3872,11280,6,61,13160,549,16920,9,726,7381,7,Syrah
347,6,41,11,159,1,11,50,2905,47,22,170,170,91,2906,160,56,61,17,17,52,3064,61,2955,2946,51,209,2911,7,42,2916,52,2916,12,165,200,12,246,121,1749,1749,2050,2905,159,300,550,66,66,451,461895,550,145250,119105,50,7950,17430,6,41,31955,451,31955,11,954,6519,11,Syrah
348,3,152,14,638,2,10,6,63,155,24,648,652,158,65,640,9,16,17,13,162,701,20,69,215,8,644,66,5,154,73,166,77,16,641,790,12,456,140,6380,8932,912,126,1276,18,60,42,30,1520,40194,84,378,9576,12,3828,189,6,304,630,2128,882,28,1914,96976,20,Chardonnay
349,6,33,11,478,1,9,7,4798,39,20,487,489,40,4799,479,13,16,17,15,42,5276,18,4805,4831,8,485,4804,7,34,4807,44,4809,12,484,511,10,198,99,4302,5258,231,4798,478,42,63,66,54,297,2293444,77,33586,158334,7,3346,28788,6,33,43182,363,52778,11,2868,15774,9,Cabernet Sauvignon
350,6,15,3,247,0,8,25,3051,21,11,255,250,40,3051,247,31,33,9,14,23,3298,28,3076,3066,25,272,3057,6,15,3059,18,3054,3,253,262,8,90,24,1976,741,375,0,0,150,200,18,48,120,753597,75,76275,45765,0,6175,18306,0,0,24408,45,9153,0,1482,3705,0,Pinot Noir
351,5,18,7,631,1,12,28,2475,23,19,643,638,46,2476,632,33,40,12,17,30,3106,35,2503,2493,29,659,2480,6,19,2487,25,2482,8,636,649,13,90,84,7572,4417,504,2475,631,140,336,35,60,216,1561725,196,69300,44550,28,17668,12375,5,18,29700,126,17325,7,3155,11358,12,Red Blend
352,4,20,7,364,1,4,46,3473,24,11,368,371,66,3474,365,50,50,11,8,24,3837,53,3519,3493,47,410,3477,5,21,3477,27,3480,8,368,384,5,80,28,1456,2548,920,3473,364,184,184,28,16,80,1264172,322,159758,69460,46,16744,13892,4,20,13892,140,24311,7,1456,7280,4,Red Blend
353,4,18,9,126,1,4,46,668,22,13,130,135,64,669,127,50,50,13,8,22,794,55,714,686,47,172,672,5,19,672,27,677,10,130,144,5,72,36,504,1134,828,668,126,184,184,36,16,72,84168,414,30728,12024,46,5796,2672,4,18,2672,162,6012,9,504,2268,4,Red Blend
354,6,21,11,159,1,7,50,4488,27,18,166,170,71,4489,160,56,57,17,13,28,4647,61,4538,4509,51,209,4494,7,22,4495,32,4499,12,165,180,8,126,77,1113,1749,1050,4488,159,300,350,66,42,147,713592,550,224400,94248,50,7950,26928,6,21,31416,231,49368,11,954,3339,7,Red Blend
355,6,146,10,388,1,9,7,829,152,19,397,398,153,830,389,13,16,16,15,155,1217,17,836,975,8,395,835,7,147,838,156,839,11,394,534,10,876,90,3492,3880,1022,829,388,42,63,60,54,1314,321652,70,5803,121034,7,2716,4974,6,146,7461,1460,8290,10,2328,56648,9,Red Blend
356,3,11,7,66,1,10,4,1579,14,17,76,73,15,1580,67,7,14,10,13,21,1645,11,1583,1590,5,70,1582,4,12,1589,18,1586,8,69,77,11,33,70,660,462,44,1579,66,12,40,21,30,110,104214,28,6316,17369,4,264,4737,3,11,15790,77,11053,7,198,726,10,Pinot Noir
357,6,28,12,228,1,9,7,2237,34,21,237,240,35,2238,229,13,16,18,15,37,2465,19,2244,2265,8,235,2243,7,29,2246,40,2249,13,234,256,10,168,108,2052,2736,196,2237,228,42,63,72,54,252,510036,84,15659,62636,7,1596,13422,6,28,20133,336,26844,12,1368,6384,9,Cabernet Sauvignon
358,6,36,9,388,1,9,7,4119,42,18,397,397,43,4120,389,13,16,15,15,45,4507,16,4126,4155,8,395,4125,7,37,4128,45,4128,10,394,424,10,216,81,3492,3492,252,4119,388,42,63,54,54,324,1598172,63,28833,148284,7,2716,24714,6,36,37071,324,37071,9,2328,13968,9,Cabernet Sauvignon
359,6,61,8,478,1,9,7,2324,67,17,487,486,68,2325,479,13,16,14,15,70,2802,15,2331,2385,8,485,2330,7,62,2333,69,2332,9,484,539,10,366,72,4302,3824,427,2324,478,42,63,48,54,549,1110872,56,16268,141764,7,3346,13944,6,61,20916,488,18592,8,2868,29158,9,Cabernet Sauvignon
360,6,38,11,545,1,9,7,336,44,20,554,556,45,337,546,13,16,17,15,47,881,18,343,374,8,552,342,7,39,345,49,347,12,551,583,10,228,99,4905,5995,266,336,545,42,63,66,54,342,183120,77,2352,12768,7,3815,2016,6,38,3024,418,3696,11,3270,20710,9,Chardonnay
361,6,26,8,414,1,6,7,4489,32,14,420,422,33,4490,415,13,13,14,12,32,4903,15,4496,4515,8,421,4495,7,27,4495,34,4497,9,420,440,7,156,48,2484,3312,182,4489,414,42,42,48,36,156,1858446,56,31423,116714,7,2898,26934,6,26,26934,208,35912,8,2484,10764,6,Pinot Noir
362,6,18,11,645,1,7,32,4102,24,18,652,656,50,4103,646,38,39,17,13,25,4747,43,4134,4120,33,677,4108,7,19,4109,29,4113,12,651,663,8,108,77,4515,7095,576,4102,645,192,224,66,42,126,2645790,352,131264,73836,32,20640,24612,6,18,28714,198,45122,11,3870,11610,7,Red Blend
363,6,91,14,414,2,6,7,74,97,20,420,428,98,76,416,13,13,20,12,97,488,21,81,165,9,421,80,8,93,80,105,88,16,420,505,8,546,84,2484,5796,637,148,828,42,42,84,36,546,30636,98,518,6734,14,2898,444,12,182,444,1274,1036,28,2484,37674,12,Cabernet Sauvignon
364,5,19,10,459,1,12,28,4835,24,22,471,469,47,4836,460,33,40,15,17,31,5294,38,4863,4854,29,487,4840,6,20,4847,29,4845,11,464,478,13,95,120,5508,4590,532,4835,459,140,336,50,60,228,2219265,280,135380,91865,28,12852,24175,5,19,58020,190,48350,10,2295,8721,12,Red Blend
365,3,22,8,211,1,10,36,5065,25,18,221,219,58,5066,212,39,46,11,13,32,5276,44,5101,5087,37,247,5068,4,23,5075,30,5073,9,214,233,11,66,80,2110,1688,792,5065,211,108,360,24,30,220,1068715,288,182340,111430,36,7596,15195,3,22,50650,176,40520,8,633,4642,10,Cabernet Sauvignon
366,3,52,11,137,1,1,37,3406,55,12,138,148,89,3407,138,40,38,14,4,53,3543,48,3443,3458,38,174,3409,4,53,3407,63,3417,12,140,189,2,156,11,137,1507,1924,3406,137,111,37,33,3,52,466622,407,126022,177112,37,5069,10218,3,52,3406,572,37466,11,411,7124,1,Red Blend
367,3,66,13,137,1,1,37,59,69,14,138,150,103,60,138,40,38,16,4,67,196,50,96,125,38,174,62,4,67,60,79,72,14,140,203,2,198,13,137,1781,2442,59,137,111,37,39,3,66,8083,481,2183,3894,37,5069,177,3,66,59,858,767,13,411,9042,1,Chardonnay
368,6,43,4,388,0,9,7,3335,49,13,397,392,50,3335,388,13,16,10,15,52,3723,11,3342,3378,7,395,3341,6,43,3344,47,3339,4,394,431,9,258,36,3492,1552,301,0,0,42,63,24,54,387,1293980,28,23345,143405,0,2716,20010,0,0,30015,172,13340,0,2328,16684,0,Chardonnay
369,4,61,10,34,1,4,35,4144,65,14,38,44,96,4145,35,39,39,14,8,65,4178,45,4179,4205,36,69,4148,5,62,4148,71,4154,11,38,95,5,244,40,136,340,2135,4144,34,140,140,40,16,244,140896,350,145040,252784,35,1190,16576,4,61,16576,610,41440,10,136,2074,4,Pinot Noir
370,1,104,13,142,1,1,39,1618,105,14,143,155,143,1619,143,40,40,14,2,105,1760,52,1657,1722,40,181,1619,2,105,1619,117,1631,14,143,246,2,104,13,142,1846,4056,1618,142,39,39,13,1,104,229756,507,63102,168272,39,5538,1618,1,104,1618,1352,21034,13,142,14768,1,Chardonnay
371,6,11,4,104,0,6,7,4454,17,10,110,108,18,4454,104,13,13,10,12,17,4558,11,4461,4465,7,111,4460,6,11,4460,15,4458,4,110,115,6,66,24,624,416,77,0,0,42,42,24,36,66,463216,28,31178,48994,0,728,26724,0,0,26724,44,17816,0,624,1144,0,Pinot Noir
372,5,5,6,631,0,12,28,4007,10,18,643,637,33,4007,631,33,40,11,17,17,4638,34,4035,4012,28,659,4012,5,5,4019,11,4013,6,636,636,12,25,72,7572,3786,140,0,0,140,336,30,60,60,2528417,168,112196,20035,0,17668,20035,0,0,48084,30,24042,0,3155,3155,0,Red Blend
373,4,23,8,572,1,4,46,4067,27,12,576,580,69,4068,573,50,50,12,8,27,4639,54,4113,4090,47,618,4071,5,24,4071,31,4075,9,576,595,5,92,32,2288,4576,1058,4067,572,184,184,32,16,92,2326324,368,187082,93541,46,26312,16268,4,23,16268,184,32536,8,2288,13156,4,Red Blend
374,3,3,3,419,0,5,17,5159,6,8,424,422,20,5159,419,20,22,6,8,8,5578,20,5176,5162,17,436,5162,3,3,5164,6,5162,3,422,422,5,9,15,2095,1257,51,0,0,51,85,9,15,15,2161621,51,87703,15477,0,7123,15477,0,0,25795,9,15477,0,1257,1257,0,Pinot Noir
375,6,25,9,234,1,3,7,2356,31,12,237,243,32,2357,235,13,10,15,9,28,2590,16,2363,2381,8,241,2362,7,26,2359,34,2365,10,240,259,4,150,27,702,2106,175,2356,234,42,21,54,18,75,551304,63,16492,58900,7,1638,14136,6,25,7068,225,21204,9,1404,5850,3,Red Blend
376,6,26,8,22,1,7,32,4062,32,15,29,30,58,4063,23,38,39,14,13,33,4084,40,4094,4088,33,54,4068,7,27,4069,34,4070,9,28,48,8,156,56,154,176,832,4062,22,192,224,48,42,182,89364,256,129984,105612,32,704,24372,6,26,28434,208,32496,8,132,572,7,Red Blend
377,3,147,15,174,2,10,6,63,150,25,184,189,153,65,176,9,16,18,13,157,237,21,69,210,8,180,66,5,149,73,162,78,17,177,321,12,441,150,1740,2610,882,126,348,18,60,45,30,1470,10962,90,378,9261,12,1044,189,6,294,630,2205,945,30,522,25578,20,Chardonnay
378,6,36,6,5,0,9,7,1699,42,15,14,11,43,1699,5,13,16,12,15,45,1704,13,1706,1735,7,12,1705,6,36,1708,42,1705,6,11,41,9,216,54,45,30,252,0,0,42,63,36,54,324,8495,42,11893,61164,0,35,10194,0,0,15291,216,10194,0,30,180,0,Pinot Noir
379,5,14,7,461,1,12,28,4577,19,19,473,468,42,4578,462,33,40,12,17,26,5038,35,4605,4591,29,489,4582,6,15,4589,21,4584,8,466,475,13,70,84,5532,3227,392,4577,461,140,336,35,60,168,2109997,196,128156,64078,28,12908,22885,5,14,54924,98,32039,7,2305,6454,12,Red Blend
380,6,61,7,414,1,6,7,4923,67,13,420,421,68,4924,415,13,13,13,12,67,5337,14,4930,4984,8,421,4929,7,62,4929,68,4930,8,420,475,7,366,42,2484,2898,427,4923,414,42,42,42,36,366,2038122,49,34461,300303,7,2898,29538,6,61,29538,427,34461,7,2484,25254,6,Cabernet Sauvignon
381,3,36,10,425,1,10,4,1226,39,20,435,435,40,1227,426,7,14,13,13,46,1651,14,1230,1262,5,429,1229,4,37,1236,46,1236,11,428,461,11,108,100,4250,4250,144,1226,425,12,40,30,30,360,521050,40,4904,44136,4,1700,3678,3,36,12260,360,12260,10,1275,15300,10,Bordeaux-style White Blend
382,6,56,13,478,1,9,7,2999,62,22,487,491,63,3000,479,13,16,19,15,65,3477,20,3006,3055,8,485,3005,7,57,3008,69,3012,14,484,534,10,336,117,4302,6214,392,2999,478,42,63,78,54,504,1433522,91,20993,167944,7,3346,17994,6,56,26991,728,38987,13,2868,26768,9,Cabernet Sauvignon
383,6,11,6,407,0,11,32,5229,17,17,418,413,43,5229,407,38,43,12,17,22,5636,38,5261,5240,32,439,5235,6,11,5240,17,5235,6,413,418,11,66,66,4477,2442,352,0,0,192,352,36,66,121,2128203,192,167328,57519,0,13024,31374,0,0,57519,66,31374,0,2442,4477,0,Chardonnay
384,6,32,7,316,1,9,7,2422,38,16,325,323,39,2423,317,13,16,13,15,41,2738,14,2429,2454,8,323,2428,7,33,2431,39,2429,8,322,348,10,192,63,2844,2212,224,2422,316,42,63,42,54,288,765352,49,16954,77504,7,2212,14532,6,32,21798,224,16954,7,1896,10112,9,Cabernet Sauvignon
385,0,22,9,577,1,12,21,140,22,21,589,586,43,141,578,21,33,9,12,34,717,30,161,162,22,598,140,1,23,152,31,149,10,577,599,13,0,108,6924,5193,462,140,577,0,252,0,0,264,80780,189,2940,3080,21,12117,0,0,22,1680,198,1260,9,0,12694,12,Red Blend
386,3,29,11,510,1,10,19,1895,32,21,520,521,48,1896,511,22,29,14,13,39,2405,30,1914,1924,20,529,1898,4,30,1905,40,1906,12,513,539,11,87,110,5100,5610,551,1895,510,57,190,33,30,290,966450,209,36005,54955,19,9690,5685,3,29,18950,319,20845,11,1530,14790,10,Red Blend
387,6,96,12,229,1,7,32,190,102,19,236,241,128,191,230,38,39,18,13,103,419,44,222,286,33,261,196,7,97,197,108,202,13,235,325,8,576,84,1603,2748,3072,190,229,192,224,72,42,672,43510,384,6080,18240,32,7328,1140,6,96,1330,1152,2280,12,1374,21984,7,Chardonnay
388,6,12,10,388,1,9,7,2638,18,19,397,398,19,2639,389,13,16,16,15,21,3026,17,2645,2650,8,395,2644,7,13,2647,22,2648,11,394,400,10,72,90,3492,3880,84,2638,388,42,63,60,54,108,1023544,70,18466,31656,7,2716,15828,6,12,23742,120,26380,10,2328,4656,9,Red Blend
389,6,41,9,515,1,6,7,1686,47,15,521,524,48,1687,516,13,13,15,12,47,2201,16,1693,1727,8,522,1692,7,42,1692,50,1695,10,521,556,7,246,54,3090,4635,287,1686,515,42,42,54,36,246,868290,63,11802,69126,7,3605,10116,6,41,10116,369,15174,9,3090,21115,6,Red Blend
390,5,16,10,362,1,12,8,2942,21,22,374,372,24,2943,363,13,20,15,17,28,3304,18,2950,2958,9,370,2947,6,17,2954,26,2952,11,367,378,13,80,120,4344,3620,128,2942,362,40,96,50,60,192,1065004,80,23536,47072,8,2896,14710,5,16,35304,160,29420,10,1810,5792,12,Red Blend
391,3,41,11,116,1,10,11,4035,44,21,126,127,52,4036,117,14,21,14,13,51,4151,22,4046,4076,12,127,4038,4,42,4045,52,4046,12,119,157,11,123,110,1160,1276,451,4035,116,33,110,33,30,410,468060,121,44385,165435,11,1276,12105,3,41,40350,451,44385,11,348,4756,10,Red Blend
392,6,41,8,159,1,11,50,5244,47,19,170,167,91,5245,160,56,61,14,17,52,5403,58,5294,5285,51,209,5250,7,42,5255,49,5252,9,165,200,12,246,88,1749,1272,2050,5244,159,300,550,48,66,451,833796,400,262200,215004,50,7950,31464,6,41,57684,328,41952,8,954,6519,11,Red Blend
393,6,44,12,642,1,11,50,5310,50,23,653,654,94,5311,643,56,61,18,17,55,5952,62,5360,5354,51,692,5316,7,45,5321,56,5322,13,648,686,12,264,132,7062,7704,2200,5310,642,300,550,72,66,484,3409020,600,265500,233640,50,32100,31860,6,44,58410,528,63720,12,3852,28248,11,Syrah
394,6,61,12,538,1,9,7,3414,67,21,547,550,68,3415,539,13,16,18,15,70,3952,19,3421,3475,8,545,3420,7,62,3423,73,3426,13,544,599,10,366,108,4842,6456,427,3414,538,42,63,72,54,549,1836732,84,23898,208254,7,3766,20484,6,61,30726,732,40968,12,3228,32818,9,Cabernet Sauvignon
395,3,56,10,524,1,10,6,3765,59,20,534,534,62,3766,525,9,16,13,13,66,4289,16,3771,3821,7,530,3768,4,57,3775,66,3775,11,527,580,11,168,100,5240,5240,336,3765,524,18,60,30,30,560,1972860,60,22590,210840,6,3144,11295,3,56,37650,560,37650,10,1572,29344,10,Red Blend
396,3,16,8,62,1,10,4,1318,19,18,72,70,20,1319,63,7,14,11,13,26,1380,12,1322,1334,5,66,1321,4,17,1328,24,1326,9,65,78,11,48,80,620,496,64,1318,62,12,40,24,30,160,81716,32,5272,21088,4,248,3954,3,16,13180,128,10544,8,186,992,10,Pinot Noir
397,6,22,11,539,1,9,7,3041,28,20,548,550,29,3042,540,13,16,17,15,31,3580,18,3048,3063,8,546,3047,7,23,3050,33,3052,12,545,561,10,132,99,4851,5929,154,3041,539,42,63,66,54,198,1639099,77,21287,66902,7,3773,18246,6,22,27369,242,33451,11,3234,11858,9,Cabernet Sauvignon
398,0,8,7,342,1,12,21,2210,8,19,354,349,29,2211,343,21,33,7,12,20,2552,28,2231,2218,22,363,2210,1,9,2222,15,2217,8,342,350,13,0,84,4104,2394,168,2210,342,0,252,0,0,96,755820,147,46410,17680,21,7182,0,0,8,26520,56,15470,7,0,2736,12,Red Blend
399,4,41,9,91,1,4,38,2649,45,13,95,100,79,2650,92,42,42,13,8,45,2740,47,2687,2690,39,129,2653,5,42,2653,50,2658,10,95,132,5,164,36,364,819,1558,2649,91,152,152,36,16,164,241059,342,100662,108609,38,3458,10596,4,41,10596,369,23841,9,364,3731,4,Red Blend
400,6,10,5,303,0,9,7,860,16,14,312,308,17,860,303,13,16,11,15,19,1163,12,867,870,7,310,866,6,10,869,15,865,5,309,313,9,60,45,2727,1515,70,0,0,42,63,30,54,90,260580,35,6020,8600,0,2121,5160,0,0,7740,50,4300,0,1818,3030,0,Pinot Noir
401,3,12,3,66,0,10,4,1061,15,13,76,69,16,1061,66,7,14,6,13,22,1127,7,1065,1073,4,70,1064,3,12,1071,15,1064,3,69,78,10,36,30,660,198,48,0,0,12,40,9,30,120,70026,12,4244,12732,0,264,3183,0,0,10610,36,3183,0,198,792,0,Pinot Noir
402,6,66,15,478,2,9,7,2820,72,24,487,493,73,2822,480,13,16,21,15,75,3298,22,2827,2886,9,485,2826,8,68,2829,81,2835,17,484,544,11,396,135,4302,7170,462,5640,956,42,63,90,54,594,1347960,105,19740,186120,14,3346,16920,12,132,25380,990,42300,30,2868,31548,18,Cabernet Sauvignon
403,6,76,8,388,1,9,7,269,82,17,397,396,83,270,389,13,16,14,15,85,657,15,276,345,8,395,275,7,77,278,84,277,9,394,464,10,456,72,3492,3104,532,269,388,42,63,48,54,684,104372,56,1883,20444,7,2716,1614,6,76,2421,608,2152,8,2328,29488,9,Cabernet Sauvignon
404,6,36,12,316,1,3,7,4344,42,15,319,328,43,4345,317,13,10,18,9,39,4660,19,4351,4380,8,323,4350,7,37,4347,48,4356,13,322,352,4,216,36,948,3792,252,4344,316,42,21,72,18,108,1372704,84,30408,156384,7,2212,26064,6,36,13032,432,52128,12,1896,11376,3,Red Blend
405,5,22,12,102,1,12,8,4204,27,24,114,114,30,4205,103,13,20,17,17,34,4306,20,4212,4226,9,110,4209,6,23,4216,34,4216,13,107,124,13,110,144,1224,1224,176,4204,102,40,96,60,60,264,428808,96,33632,92488,8,816,21020,5,22,50448,264,50448,12,510,2244,12,Red Blend
406,4,26,7,473,1,4,46,749,30,11,477,480,72,750,474,50,50,11,8,30,1222,53,795,775,47,519,753,5,27,753,33,756,8,477,499,5,104,28,1892,3311,1196,749,473,184,184,28,16,104,354277,322,34454,19474,46,21758,2996,4,26,2996,182,5243,7,1892,12298,4,Red Blend
407,0,18,8,482,1,12,33,436,18,20,494,490,51,437,483,33,45,8,12,30,918,41,469,454,34,515,436,1,19,448,26,444,9,482,500,13,0,96,5784,3856,594,436,482,0,396,0,0,216,210152,264,14388,7848,33,15906,0,0,18,5232,144,3488,8,0,8676,12,Red Blend
408,3,8,6,166,0,5,17,2049,11,11,171,172,25,2049,166,20,22,9,8,13,2215,23,2066,2057,17,183,2052,3,8,2054,14,2055,6,169,174,5,24,30,830,996,136,0,0,51,85,18,15,40,340134,102,34833,16392,0,2822,6147,0,0,10245,48,12294,0,498,1328,0,Chardonnay
409,5,13,7,265,1,12,28,2463,18,19,277,272,41,2464,266,33,40,12,17,25,2728,35,2491,2476,29,293,2468,6,14,2475,20,2470,8,270,278,13,65,84,3180,1855,364,2463,265,140,336,35,60,156,652695,196,68964,32019,28,7420,12315,5,13,29556,91,17241,7,1325,3445,12,Red Blend
410,3,16,9,361,1,10,41,1196,19,19,371,370,57,1197,362,44,51,12,13,26,1557,50,1237,1212,42,402,1199,4,17,1206,25,1205,10,364,377,11,48,90,3610,3249,656,1196,361,123,410,27,30,160,431756,369,49036,19136,41,14801,3588,3,16,11960,144,10764,9,1083,5776,10,Red Blend
411,6,30,13,407,1,7,32,1792,36,20,414,420,62,1793,408,38,39,19,13,37,2199,45,1824,1822,33,439,1798,7,31,1799,43,1805,14,413,437,8,180,91,2849,5291,960,1792,407,192,224,78,42,210,729344,416,57344,53760,32,13024,10752,6,30,12544,390,23296,13,2442,12210,7,Cabernet Sauvignon
412,3,13,8,62,1,10,4,1590,16,18,72,70,17,1591,63,7,14,11,13,23,1652,12,1594,1603,5,66,1593,4,14,1600,21,1598,9,65,75,11,39,80,620,496,52,1590,62,12,40,24,30,130,98580,32,6360,20670,4,248,4770,3,13,15900,104,12720,8,186,806,10,Pinot Noir
413,3,11,8,329,1,10,41,1989,14,18,339,337,52,1990,330,44,51,11,13,21,2318,49,2030,2000,42,370,1992,4,12,1999,19,1997,9,332,340,11,33,80,3290,2632,451,1989,329,123,410,24,30,110,654381,328,81549,21879,41,13489,5967,3,11,19890,88,15912,8,987,3619,10,Red Blend
414,6,61,13,20,1,3,7,5168,67,16,23,33,68,5169,21,13,10,19,9,64,5188,20,5175,5229,8,27,5174,7,62,5171,74,5181,14,26,81,4,366,39,60,260,427,5168,20,42,21,78,18,183,103360,91,36176,315248,7,140,31008,6,61,15504,793,67184,13,120,1220,3,Pinot Noir
415,3,24,10,10,1,10,0,2035,27,20,20,20,24,2036,11,3,10,13,13,34,2045,10,2035,2059,1,10,2038,4,25,2045,34,2045,11,13,34,11,72,100,100,100,0,2035,10,0,0,30,30,240,20350,0,0,48840,0,0,6105,3,24,20350,240,20350,10,30,240,10,Pinot Noir
416,3,12,10,219,1,1,37,2186,15,11,220,229,49,2187,220,40,38,13,4,13,2405,47,2223,2198,38,256,2189,4,13,2187,22,2196,11,222,231,2,36,10,219,2190,444,2186,219,111,37,30,3,12,478734,370,80882,26232,37,8103,6558,3,12,2186,120,21860,10,657,2628,1,Red Blend
417,6,16,8,87,1,3,7,5083,22,11,90,95,23,5084,88,13,10,14,9,19,5170,15,5090,5099,8,94,5089,7,17,5086,24,5091,9,93,103,4,96,24,261,696,112,5083,87,42,21,48,18,48,442221,56,35581,81328,7,609,30498,6,16,15249,128,40664,8,522,1392,3,Red Blend
418,3,15,10,10,1,0,0,2220,18,10,10,20,15,2221,11,3,0,13,3,15,2230,10,2220,2235,1,10,2223,4,16,2220,25,2230,11,13,25,1,45,0,0,100,0,2220,10,0,0,30,0,0,22200,0,0,33300,0,0,6660,3,15,0,150,22200,10,30,150,0,Chardonnay
419,6,38,15,453,2,7,50,2921,44,22,460,468,88,2923,455,56,57,21,13,45,3374,65,2971,2959,52,503,2927,8,40,2928,53,2936,17,459,491,9,228,105,3171,6795,1900,5842,906,300,350,90,42,266,1323213,750,146050,110998,100,22650,17526,12,76,20447,570,43815,30,2718,17214,14,Syrah
420,6,42,4,388,0,9,7,621,48,13,397,392,49,621,388,13,16,10,15,51,1009,11,628,663,7,395,627,6,42,630,46,625,4,394,430,9,252,36,3492,1552,294,0,0,42,63,24,54,378,240948,28,4347,26082,0,2716,3726,0,0,5589,168,2484,0,2328,16296,0,Chardonnay
421,6,91,11,281,1,11,50,4200,97,22,292,292,141,4201,282,56,61,17,17,102,4481,61,4250,4291,51,331,4206,7,92,4211,102,4211,12,287,372,12,546,121,3091,3091,4550,4200,281,300,550,66,66,1001,1180200,550,210000,382200,50,14050,25200,6,91,46200,1001,46200,11,1686,25571,11,Red Blend
422,6,56,10,478,1,9,7,4824,62,19,487,488,63,4825,479,13,16,16,15,65,5302,17,4831,4880,8,485,4830,7,57,4833,66,4834,11,484,534,10,336,90,4302,4780,392,4824,478,42,63,60,54,504,2305872,70,33768,270144,7,3346,28944,6,56,43416,560,48240,10,2868,26768,9,Cabernet Sauvignon
423,3,10,6,63,0,10,4,2225,13,16,73,69,14,2225,63,7,14,9,13,20,2288,10,2229,2235,4,67,2228,3,10,2235,16,2231,6,66,73,10,30,60,630,378,40,0,0,12,40,18,30,100,140175,24,8900,22250,0,252,6675,0,0,22250,60,13350,0,189,630,0,Pinot Noir
424,6,16,11,159,1,7,50,3094,22,18,166,170,66,3095,160,56,57,17,13,23,3253,61,3144,3110,51,209,3100,7,17,3101,27,3105,12,165,175,8,96,77,1113,1749,800,3094,159,300,350,66,42,112,491946,550,154700,49504,50,7950,18564,6,16,21658,176,34034,11,954,2544,7,Red Blend
425,6,18,6,645,0,7,32,3079,24,13,652,651,50,3079,645,38,39,12,13,25,3724,38,3111,3097,32,677,3085,6,18,3086,24,3085,6,651,663,7,108,42,4515,3870,576,0,0,192,224,36,42,126,1985955,192,98528,55422,0,20640,18474,0,0,21553,108,18474,0,3870,11610,0,Chardonnay
